cum_buys_sol,entry_price_sol,tokens_for_1sol,eff_cost_sol,price_after_sol,nav_sol,redeem_price_after_fees_sol,backing_pct,pool_sol,instant_roundtrip_sol,instant_pnl_pct
225,1.736975566,0.558312327,1.791112164,1.737625063,1.624679434,1.527198668,93.5,222.75,0.852653842,-14.7346158
226,1.737625063,0.558104214,1.791780056,1.73827192,1.625284245,1.52776719,93.5,223.74,0.8526533069,-14.73466931
227,1.73827192,0.557897098,1.792445244,1.738916159,1.625886608,1.528333412,93.5,224.73,0.8526527752,-14.73472248
228,1.738916159,0.557690972,1.793107743,1.739557801,1.626486544,1.528897352,93.5,225.72,0.8526522501,-14.73477499
229,1.739557801,0.557485825,1.793767581,1.74019687,1.627084073,1.529459029,93.5,226.71,0.8526517286,-14.73482714
230,1.74019687,0.557281648,1.794424782,1.740833386,1.627679216,1.530018463,93.5,227.7,0.8526512104,-14.73487896
231,1.740833386,0.557078434,1.795079362,1.74146737,1.628271991,1.530575672,93.5,228.69,0.8526506983,-14.73493017
232,1.74146737,0.556876173,1.795731347,1.742098844,1.628862419,1.531130674,93.5,229.68,0.8526501901,-14.73498099
233,1.742098844,0.556674857,1.796380755,1.742727828,1.629450519,1.531683488,93.5,230.67,0.8526496867,-14.73503133
234,1.742727828,0.556474477,1.797027611,1.743354343,1.63003631,1.532234132,93.5,231.66,0.8526491871,-14.73508129
235,1.743354343,0.556275025,1.797671934,1.743978408,1.630619812,1.532782623,93.5,232.65,0.8526486919,-14.73513081
236,1.743978408,0.556076493,1.798313744,1.744600044,1.631201042,1.533328979,93.5,233.64,0.8526482013,-14.73517987
237,1.744600044,0.555878872,1.798953064,1.745219271,1.631780019,1.533873217,93.5,234.63,0.8526477139,-14.73522861
238,1.745219271,0.555682155,1.799589911,1.745836108,1.632356761,1.534415355,93.5,235.62,0.8526472312,-14.73527688
239,1.745836108,0.555486334,1.800224306,1.746450574,1.632931286,1.534955409,93.5,236.61,0.852646753,-14.7353247
240,1.746450574,0.555291401,1.800856268,1.747062687,1.633503613,1.535493396,93.5,237.6,0.8526462791,-14.73537209
241,1.747062687,0.555097347,1.801485821,1.747672468,1.634073758,1.536029332,93.5,238.59,0.8526458072,-14.73541928
242,1.747672468,0.554904167,1.802112976,1.748279934,1.634641738,1.536563234,93.5,239.58,0.8526453415,-14.73546585
243,1.748279934,0.554711851,1.802737761,1.748885104,1.635207572,1.537095118,93.5,240.57,0.852644878,-14.7355122
244,1.748885104,0.554520393,1.803360188,1.749487995,1.635771276,1.537624999,93.5,241.56,0.8526444188,-14.73555812
245,1.749487995,0.554329785,1.803980279,1.750088627,1.636332866,1.538152894,93.5,242.55,0.852643963,-14.7356037
246,1.750088627,0.554140021,1.804598048,1.750687015,1.636892359,1.538678817,93.5,243.54,0.8526435122,-14.73564878
247,1.750687015,0.553951092,1.805213519,1.751283178,1.637449772,1.539202785,93.5,244.53,0.8526430637,-14.73569363
248,1.751283178,0.553762992,1.805826706,1.751877133,1.63800512,1.539724812,93.5,245.52,0.852642619,-14.7357381
249,1.751877133,0.553575714,1.806437629,1.752468897,1.638558419,1.540244914,93.5,246.51,0.8526421779,-14.73578221
250,1.752468897,0.553389251,1.807046303,1.753058487,1.639109686,1.540763104,93.5,247.5,0.8526417403,-14.73582597
251,1.753058487,0.553203597,1.807652744,1.75364592,1.639658935,1.541279399,93.5,248.49,0.8526413074,-14.73586926
252,1.75364592,0.553018744,1.808256973,1.754231211,1.640206182,1.541793811,93.5,249.48,0.852640877,-14.7359123
253,1.754231211,0.552834686,1.808859005,1.754814377,1.640751443,1.542306356,93.5,250.47,0.8526404502,-14.73595498
254,1.754814377,0.552651416,1.809458858,1.755395435,1.641294732,1.542817048,93.5,251.46,0.8526400262,-14.73599738
255,1.755395435,0.552468928,1.810056547,1.7559744,1.641836064,1.5433259,93.5,252.45,0.8526396057,-14.73603943
256,1.7559744,0.552287216,1.810652087,1.756551288,1.642375454,1.543832927,93.5,253.44,0.8526391891,-14.73608109
257,1.756551288,0.552106273,1.811245495,1.757126114,1.642912917,1.544338142,93.5,254.43,0.8526387756,-14.73612244
258,1.757126114,0.551926093,1.811836789,1.757698894,1.643448466,1.544841558,93.5,255.42,0.8526383652,-14.73616348
259,1.757698894,0.551746669,1.812425985,1.758269642,1.643982116,1.545343189,93.5,256.41,0.8526379568,-14.73620432
260,1.758269642,0.551567997,1.813013093,1.758838375,1.644513881,1.545843048,93.5,257.4,0.8526375536,-14.73624464
261,1.758838375,0.551390069,1.813598134,1.759405106,1.645043774,1.546341148,93.5,258.39,0.8526371523,-14.73628477
262,1.759405106,0.55121288,1.81418112,1.759969851,1.645571811,1.546837502,93.5,259.38,0.8526367545,-14.73632455
263,1.759969851,0.551036423,1.814762071,1.760532624,1.646098003,1.547332123,93.5,260.37,0.8526363583,-14.73636417
264,1.760532624,0.550860694,1.815340994,1.761093439,1.646622365,1.547825023,93.5,261.36,0.8526359665,-14.73640335
265,1.761093439,0.550685686,1.81591791,1.76165231,1.64714491,1.548316215,93.5,262.35,0.8526355772,-14.73644228
266,1.76165231,0.550511394,1.81649283,1.762209252,1.647665651,1.548805712,93.5,263.34,0.8526351913,-14.73648087
267,1.762209252,0.550337812,1.81706577,1.762764278,1.6481846,1.549293524,93.5,264.33,0.8526348083,-14.73651917
268,1.762764278,0.550164934,1.817636745,1.763317403,1.648701772,1.549779665,93.5,265.32,0.8526344272,-14.73655728
269,1.763317403,0.549992756,1.818205766,1.763868639,1.649217177,1.550264147,93.5,266.31,0.8526340505,-14.73659495
270,1.763868639,0.549821271,1.81877285,1.764418,1.64973083,1.55074698,93.5,267.3,0.8526336756,-14.73663244
271,1.764418,0.549650474,1.819338011,1.7649655,1.650242742,1.551228178,93.5,268.29,0.8526333031,-14.73666969
272,1.7649655,0.549480361,1.819901258,1.765511151,1.650752926,1.55170775,93.5,269.28,0.8526329348,-14.73670652
273,1.765511151,0.549310925,1.82046261,1.766054966,1.651261394,1.55218571,93.5,270.27,0.8526325681,-14.73674319
274,1.766054966,0.549142162,1.821022076,1.76659696,1.651768157,1.552662068,93.5,271.26,0.8526322047,-14.73677953
275,1.76659696,0.548974066,1.821579674,1.767137143,1.652273229,1.553136835,93.5,272.25,0.8526318433,-14.73681567
276,1.767137143,0.548806632,1.822135415,1.767675529,1.652776619,1.553610022,93.5,273.24,0.8526314838,-14.73685162
277,1.767675529,0.548639856,1.822689309,1.76821213,1.653278342,1.554081641,93.5,274.23,0.8526311278,-14.73688722
278,1.76821213,0.548473733,1.823241369,1.768746959,1.653778407,1.554551702,93.5,275.22,0.8526307752,-14.73692248
279,1.768746959,0.548308257,1.823791612,1.769280027,1.654276826,1.555020216,93.5,276.21,0.8526304243,-14.73695757
280,1.769280027,0.548143424,1.824340047,1.769811348,1.65477361,1.555487193,93.5,277.2,0.8526300762,-14.73699238
281,1.769811348,0.547979228,1.824886691,1.770340932,1.655268771,1.555952645,93.5,278.19,0.8526297292,-14.73702708
282,1.770340932,0.547815666,1.825431549,1.770868791,1.65576232,1.556416581,93.5,279.18,0.8526293858,-14.73706142
283,1.770868791,0.547652733,1.825974636,1.771394938,1.656254267,1.556879011,93.5,280.17,0.8526290455,-14.73709545
284,1.771394938,0.547490423,1.826515968,1.771919384,1.656744624,1.557339947,93.5,281.16,0.8526287063,-14.73712937
285,1.771919384,0.547328733,1.827055551,1.77244214,1.657233401,1.557799397,93.5,282.15,0.8526283704,-14.73716296
286,1.77244214,0.547167658,1.827593399,1.772963218,1.657720609,1.558257373,93.5,283.14,0.8526280371,-14.73719629
287,1.772963218,0.547007192,1.828129529,1.773482629,1.658206258,1.558713883,93.5,284.13,0.8526277041,-14.73722959
288,1.773482629,0.546847333,1.828663943,1.774000384,1.658690359,1.559168937,93.5,285.12,0.8526273752,-14.73726248
289,1.774000384,0.546688076,1.829196655,1.774516494,1.659172922,1.559622546,93.5,286.11,0.8526270492,-14.73729508
290,1.774516494,0.546529415,1.829727683,1.77503097,1.659653957,1.560074719,93.5,287.1,0.8526267236,-14.73732764
291,1.77503097,0.546371348,1.830257029,1.775543822,1.660133474,1.560525465,93.5,288.09,0.852626402,-14.7373598
292,1.775543822,0.546213869,1.83078471,1.776055062,1.660611483,1.560974794,93.5,289.08,0.8526260816,-14.73739184
293,1.776055062,0.546056974,1.831310738,1.7765647,1.661087994,1.561422715,93.5,290.07,0.8526257627,-14.73742373
294,1.7765647,0.54590066,1.831835118,1.777072746,1.661563018,1.561869236,93.5,291.06,0.852625447,-14.7374553
295,1.777072746,0.545744922,1.832357865,1.777579211,1.662036562,1.562314369,93.5,292.05,0.8526251332,-14.73748668
296,1.777579211,0.545589756,1.832878988,1.778084105,1.662508638,1.56275812,93.5,293.04,0.8526248214,-14.73751786
297,1.778084105,0.545435159,1.833398496,1.778587438,1.662979255,1.5632005,93.5,294.03,0.8526245131,-14.73754869
298,1.778587438,0.545281125,1.833916404,1.779089221,1.663448422,1.563641516,93.5,295.02,0.8526242051,-14.73757949
299,1.779089221,0.545127651,1.834432721,1.779589463,1.663916148,1.564081179,93.5,296.01,0.852623899,-14.7376101
300,1.779589463,0.544974734,1.834947453,1.780088174,1.664382442,1.564519496,93.5,297,0.852623596,-14.7376404
301,1.780088174,0.544822369,1.835460614,1.780585363,1.664847315,1.564956476,93.5,297.99,0.8526232945,-14.73767055
302,1.780585363,0.544670553,1.835972212,1.781081041,1.665310774,1.565392127,93.5,298.98,0.8526229956,-14.73770044
303,1.781081041,0.544519281,1.83648226,1.781575218,1.665772828,1.565826459,93.5,299.97,0.8526226975,-14.73773025
304,1.781575218,0.544368551,1.836990763,1.782067902,1.666233488,1.566259479,93.5,300.96,0.8526224029,-14.73775971
305,1.782067902,0.544218358,1.837497735,1.782559102,1.666692761,1.566691195,93.5,301.95,0.8526221097,-14.73778903
306,1.782559102,0.544068698,1.838003185,1.783048829,1.667150656,1.567121616,93.5,302.94,0.8526218173,-14.73781827
307,1.783048829,0.543919569,1.838507119,1.783537092,1.667607181,1.56755075,93.5,303.93,0.8526215285,-14.73784715
308,1.783537092,0.543770966,1.839009551,1.784023899,1.668062346,1.567978605,93.5,304.92,0.8526212408,-14.73787592
309,1.784023899,0.543622886,1.839510487,1.78450926,1.668516158,1.568405189,93.5,305.91,0.8526209552,-14.73790448
310,1.78450926,0.543475325,1.84000994,1.784993184,1.668968627,1.568830509,93.5,306.9,0.8526206709,-14.73793291
311,1.784993184,0.54332828,1.840507915,1.785475679,1.66941976,1.569254574,93.5,307.89,0.8526203887,-14.73796113
312,1.785475679,0.543181747,1.841004425,1.785956754,1.669869565,1.569677391,93.5,308.88,0.8526201077,-14.73798923
313,1.785956754,0.543035723,1.841499477,1.786436419,1.670318051,1.570098968,93.5,309.87,0.8526198285,-14.73801715
314,1.786436419,0.542890205,1.841993079,1.786914681,1.670765226,1.570519313,93.5,310.86,0.8526195517,-14.73804483
315,1.786914681,0.54274519,1.842485237,1.787391549,1.671211098,1.570938432,93.5,311.85,0.852619278,-14.7380722
316,1.787391549,0.542600673,1.842975967,1.787867032,1.671655675,1.571356334,93.5,312.84,0.8526190045,-14.73809955
317,1.787867032,0.542456651,1.843465276,1.788341138,1.672098964,1.571773026,93.5,313.83,0.8526187318,-14.73812682
318,1.788341138,0.542313122,1.843953169,1.788813875,1.672540973,1.572188515,93.5,314.82,0.8526184618,-14.73815382
319,1.788813875,0.542170083,1.844439653,1.789285252,1.672981711,1.572602808,93.5,315.81,0.8526181949,-14.73818051
320,1.789285252,0.542027529,1.844924744,1.789755277,1.673421184,1.573015913,93.5,316.8,0.8526179281,-14.73820719
321,1.789755277,0.541885458,1.845408444,1.790223957,1.6738594,1.573427836,93.5,317.79,0.8526176634,-14.73823366
322,1.790223957,0.541743866,1.845890766,1.790691301,1.674296367,1.573838585,93.5,318.78,0.8526173994,-14.73826006
323,1.790691301,0.541602751,1.846371715,1.791157318,1.674732092,1.574248166,93.5,319.77,0.8526171377,-14.73828623
324,1.791157318,0.54146211,1.846851297,1.791622013,1.675166582,1.574656588,93.5,320.76,0.8526168784,-14.73831216
325,1.791622013,0.541321939,1.847329524,1.792085397,1.675599846,1.575063855,93.5,321.75,0.8526166201,-14.73833799
326,1.792085397,0.541182235,1.847806405,1.792547475,1.676031889,1.575469976,93.5,322.74,0.8526163627,-14.73836373
327,1.792547475,0.541042996,1.848281943,1.793008257,1.67646272,1.575874957,93.5,323.73,0.8526161079,-14.73838921
328,1.793008257,0.540904218,1.848756151,1.793467748,1.676892345,1.576278804,93.5,324.72,0.8526158539,-14.73841461
329,1.793467748,0.540765899,1.849229032,1.793925958,1.677320771,1.576681525,93.5,325.71,0.8526156021,-14.73843979
330,1.793925958,0.540628035,1.849700599,1.794382894,1.677748005,1.577083125,93.5,326.7,0.852615351,-14.7384649
331,1.794382894,0.540490624,1.850170855,1.794838562,1.678174055,1.577483612,93.5,327.69,0.8526151017,-14.73848983
332,1.794838562,0.540353663,1.85063981,1.79529297,1.678598927,1.577882991,93.5,328.68,0.8526148541,-14.73851459
333,1.79529297,0.54021715,1.851107467,1.795746126,1.679022627,1.57828127,93.5,329.67,0.8526146095,-14.73853905
334,1.795746126,0.54008108,1.851573841,1.796198036,1.679445164,1.578678454,93.5,330.66,0.8526143643,-14.73856357
335,1.796198036,0.539945452,1.852038935,1.796648708,1.679866542,1.57907455,93.5,331.65,0.8526141214,-14.73858786
336,1.796648708,0.539810262,1.85250276,1.797098149,1.680286769,1.579469563,93.5,332.64,0.8526138787,-14.73861213
337,1.797098149,0.539675509,1.852965316,1.797546366,1.680705852,1.579863501,93.5,333.63,0.852613639,-14.7386361
338,1.797546366,0.539541189,1.853426616,1.797993365,1.681123797,1.580256369,93.5,334.62,0.8526134002,-14.73865998
339,1.797993365,0.5394073,1.853886664,1.798439155,1.68154061,1.580648173,93.5,335.61,0.8526131633,-14.73868367
340,1.798439155,0.539273838,1.854345473,1.798883741,1.681956297,1.58103892,93.5,336.6,0.8526129262,-14.73870738
341,1.798883741,0.539140802,1.854803043,1.79932713,1.682370866,1.581428614,93.5,337.59,0.8526126914,-14.73873086
342,1.79932713,0.539008189,1.855259383,1.799769329,1.682784322,1.581817263,93.5,338.58,0.8526124583,-14.73875417
343,1.799769329,0.538875996,1.855714501,1.800210345,1.683196672,1.582204872,93.5,339.57,0.8526122263,-14.73877737
344,1.800210345,0.538744221,1.856168402,1.800650184,1.683607922,1.582591447,93.5,340.56,0.8526119961,-14.73880039
345,1.800650184,0.538612861,1.856621095,1.801088853,1.684018077,1.582976993,93.5,341.55,0.852611767,-14.7388233
346,1.801088853,0.538481914,1.857072585,1.801526358,1.684427145,1.583361516,93.5,342.54,0.8526115398,-14.73884602
347,1.801526358,0.538351376,1.857522883,1.801962706,1.68483513,1.583745023,93.5,343.53,0.8526113121,-14.73886879
348,1.801962706,0.538221247,1.857971987,1.802397904,1.68524204,1.584127517,93.5,344.52,0.8526110878,-14.73889122
349,1.802397904,0.538091522,1.858419914,1.802831956,1.685647879,1.584509006,93.5,345.51,0.8526108629,-14.73891371
350,1.802831956,0.537962201,1.85886666,1.803264871,1.686052654,1.584889495,93.5,346.5,0.852610641,-14.7389359
351,1.803264871,0.53783328,1.859312239,1.803696653,1.686456371,1.585268989,93.5,347.49,0.8526104198,-14.73895802
352,1.803696653,0.537704757,1.859756655,1.80412731,1.686859035,1.585647493,93.5,348.48,0.8526101997,-14.73898003
353,1.80412731,0.537576629,1.860199916,1.804556847,1.687260652,1.586025013,93.5,349.47,0.8526099798,-14.73900202
354,1.804556847,0.537448895,1.860642024,1.80498527,1.687661228,1.586401554,93.5,350.46,0.8526097622,-14.73902378
355,1.80498527,0.537321552,1.861082989,1.805412586,1.688060768,1.586777122,93.5,351.45,0.8526095457,-14.73904543
356,1.805412586,0.537194598,1.861522814,1.8058388,1.688459278,1.587151721,93.5,352.44,0.8526093308,-14.73906692
357,1.8058388,0.53706803,1.86196151,1.806263918,1.688856763,1.587525358,93.5,353.43,0.8526091164,-14.73908836
358,1.806263918,0.536941847,1.862399077,1.806687946,1.68925323,1.587898036,93.5,354.42,0.8526089044,-14.73910956
359,1.806687946,0.536816045,1.862835527,1.807110891,1.689648683,1.588269762,93.5,355.41,0.852608692,-14.7391308
360,1.807110891,0.536690624,1.863270859,1.807532757,1.690043128,1.58864054,93.5,356.4,0.8526084828,-14.73915172
361,1.807532757,0.536565579,1.863705089,1.807953551,1.69043657,1.589010376,93.5,357.39,0.8526082722,-14.73917278
362,1.807953551,0.536440911,1.864138211,1.808373277,1.690829014,1.589379274,93.5,358.38,0.8526080654,-14.73919346
363,1.808373277,0.536316615,1.864570241,1.808791943,1.691220467,1.589747239,93.5,359.37,0.8526078578,-14.73921422
364,1.808791943,0.53619269,1.865001181,1.809209553,1.691610932,1.590114276,93.5,360.36,0.8526076512,-14.73923488
365,1.809209553,0.536069135,1.865431033,1.809626113,1.692000416,1.590480391,93.5,361.35,0.8526074473,-14.73925527
366,1.809626113,0.535945946,1.865859808,1.810041629,1.692388923,1.590845587,93.5,362.34,0.8526072433,-14.73927567
367,1.810041629,0.535823122,1.86628751,1.810456105,1.692776458,1.591209871,93.5,363.33,0.8526070407,-14.73929593
368,1.810456105,0.535700661,1.866714142,1.810869548,1.693163027,1.591573246,93.5,364.32,0.8526068397,-14.73931603
369,1.810869548,0.53557856,1.867139715,1.811281962,1.693548635,1.591935717,93.5,365.31,0.8526066387,-14.73933613
370,1.811281962,0.535456818,1.86756423,1.811693354,1.693933286,1.592297289,93.5,366.3,0.8526064395,-14.73935605
371,1.811693354,0.535335433,1.867987692,1.812103728,1.694316986,1.592657966,93.5,367.29,0.8526062421,-14.73937579
372,1.812103728,0.535214402,1.868410111,1.812513089,1.694699739,1.593017754,93.5,368.28,0.8526060447,-14.73939553
373,1.812513089,0.535093724,1.868831487,1.812921444,1.69508155,1.593376657,93.5,369.27,0.8526058491,-14.73941509
374,1.812921444,0.534973396,1.869251831,1.813328796,1.695462424,1.593734679,93.5,370.26,0.8526056535,-14.73943465
375,1.813328796,0.534853417,1.869671144,1.813735152,1.695842367,1.594091825,93.5,371.25,0.8526054595,-14.73945405
376,1.813735152,0.534733785,1.870089432,1.814140515,1.696221382,1.594448099,93.5,372.24,0.8526052669,-14.73947331
377,1.814140515,0.534614498,1.870506699,1.814544892,1.696599474,1.594803506,93.5,373.23,0.8526050756,-14.73949244
378,1.814544892,0.534495553,1.870922956,1.814948287,1.696976649,1.59515805,93.5,374.22,0.8526048839,-14.73951161
379,1.814948287,0.53437695,1.8713382,1.815350706,1.69735291,1.595511735,93.5,375.21,0.8526046948,-14.73953052
380,1.815350706,0.534258686,1.871752442,1.815752152,1.697728262,1.595864567,93.5,376.2,0.8526045065,-14.73954935
381,1.815752152,0.534140758,1.872165689,1.816152632,1.698102711,1.596216548,93.5,377.19,0.8526043171,-14.73956829
382,1.816152632,0.534023167,1.872577936,1.81655215,1.69847626,1.596567684,93.5,378.18,0.8526041311,-14.73958689
383,1.81655215,0.533905909,1.872989197,1.81695071,1.698848914,1.596917979,93.5,379.17,0.8526039452,-14.73960548
384,1.81695071,0.533788983,1.873399474,1.817348318,1.699220677,1.597267437,93.5,380.16,0.8526037606,-14.73962394
385,1.817348318,0.533672387,1.873808772,1.817744978,1.699591555,1.597616061,93.5,381.15,0.8526035769,-14.73964231
386,1.817744978,0.533556119,1.874217096,1.818140695,1.69996155,1.597963857,93.5,382.14,0.8526033939,-14.73966061
387,1.818140695,0.533440177,1.874624453,1.818535474,1.700330668,1.598310828,93.5,383.13,0.8526032111,-14.73967889
388,1.818535474,0.53332456,1.875030844,1.818929319,1.700698913,1.598656979,93.5,384.12,0.8526030297,-14.73969703
389,1.818929319,0.533209266,1.875436276,1.819322235,1.70106629,1.599002313,93.5,385.11,0.8526028494,-14.73971506
390,1.819322235,0.533094294,1.875840749,1.819714227,1.701432802,1.599346834,93.5,386.1,0.8526026713,-14.73973287
391,1.819714227,0.53297964,1.876244278,1.820105298,1.701798454,1.599690547,93.5,387.09,0.8526024917,-14.73975083
392,1.820105298,0.532865305,1.876646857,1.820495455,1.70216325,1.600033455,93.5,388.08,0.852602315,-14.7397685
393,1.820495455,0.532751285,1.877048499,1.8208847,1.702527194,1.600375563,93.5,389.07,0.8526021374,-14.73978626
394,1.8208847,0.532637581,1.877449199,1.821273038,1.702890291,1.600716873,93.5,390.06,0.8526019633,-14.73980367
395,1.821273038,0.532524188,1.877848974,1.821660475,1.703252544,1.601057391,93.5,391.05,0.8526017872,-14.73982128
396,1.821660475,0.532411107,1.878247818,1.822047013,1.703613957,1.60139712,93.5,392.04,0.8526016134,-14.73983866
397,1.822047013,0.532298336,1.878645737,1.822432658,1.703974536,1.601736064,93.5,393.03,0.8526014413,-14.73985587
398,1.822432658,0.532185872,1.879042742,1.822817415,1.704334283,1.602074226,93.5,394.02,0.8526012688,-14.73987312
399,1.822817415,0.532073715,1.879438829,1.823201286,1.704693202,1.60241161,93.5,395.01,0.8526010983,-14.73989017
400,1.823201286,0.531961862,1.87983401,1.823584276,1.705051298,1.60274822,93.5,396,0.8526009277,-14.73990723
401,1.823584276,0.531850312,1.880228285,1.823966391,1.705408575,1.603084061,93.5,396.99,0.8526007578,-14.73992422
402,1.823966391,0.531739064,1.880621658,1.824347633,1.705765036,1.603419134,93.5,397.98,0.8526005896,-14.73994104
403,1.824347633,0.531628115,1.881014137,1.824728006,1.706120686,1.603753445,93.5,398.97,0.8526004208,-14.73995792
404,1.824728006,0.531517465,1.881405722,1.825107516,1.706475528,1.604086996,93.5,399.96,0.8526002539,-14.73997461
405,1.825107516,0.531407112,1.881796418,1.825486167,1.706829566,1.604419792,93.5,400.95,0.852600088,-14.7399912
406,1.825486167,0.531297054,1.882186232,1.825863961,1.707182804,1.604751835,93.5,401.94,0.8525999225,-14.74000775
407,1.825863961,0.53118729,1.882575165,1.826240904,1.707535245,1.60508313,93.5,402.93,0.8525997582,-14.74002418
408,1.826240904,0.531077818,1.882963223,1.826616999,1.707886894,1.60541368,93.5,403.92,0.8525995942,-14.74004058
409,1.826616999,0.530968637,1.88335041,1.82699225,1.708237754,1.605743488,93.5,404.91,0.8525994314,-14.74005686
410,1.82699225,0.530859745,1.88373673,1.827366661,1.708587828,1.606072558,93.5,405.9,0.8525992689,-14.74007311
411,1.827366661,0.530751141,1.884122186,1.827740237,1.708937121,1.606400894,93.5,406.89,0.8525991074,-14.74008926
412,1.827740237,0.530642824,1.884506781,1.82811298,1.709285636,1.606728498,93.5,407.88,0.8525989477,-14.74010523
413,1.82811298,0.530534791,1.884890524,1.828484895,1.709633377,1.607055375,93.5,408.87,0.8525987873,-14.74012127
414,1.828484895,0.530427042,1.885273413,1.828855987,1.709980347,1.607381527,93.5,409.86,0.8525986285,-14.74013715
415,1.828855987,0.530319575,1.885655456,1.829226257,1.71032655,1.607706957,93.5,410.85,0.8525984704,-14.74015296
416,1.829226257,0.530212388,1.886036657,1.829595711,1.71067199,1.60803167,93.5,411.84,0.852598312,-14.7401688
417,1.829595711,0.530105481,1.886417017,1.829964352,1.711016669,1.608355669,93.5,412.83,0.8525981556,-14.74018444
418,1.829964352,0.529998852,1.88679654,1.830332184,1.711360592,1.608678956,93.5,413.82,0.8525980001,-14.74019999
419,1.830332184,0.529892499,1.887175232,1.83069921,1.711703762,1.609001536,93.5,414.81,0.8525978447,-14.74021553
420,1.83069921,0.529786421,1.887553098,1.831065435,1.712046181,1.609323411,93.5,415.8,0.8525976899,-14.74023101
421,1.831065435,0.529680617,1.887930137,1.831430861,1.712387855,1.609644584,93.5,416.79,0.8525975363,-14.74024637
422,1.831430861,0.529575085,1.888306358,1.831795493,1.712728786,1.609965059,93.5,417.78,0.8525973828,-14.74026172
423,1.831795493,0.529469824,1.888681762,1.832159334,1.713068977,1.610284838,93.5,418.77,0.85259723,-14.740277
424,1.832159334,0.529364833,1.889056351,1.832522387,1.713408432,1.610603926,93.5,419.76,0.8525970784,-14.74029216
425,1.832522387,0.529260111,1.889430129,1.832884657,1.713747154,1.610922325,93.5,420.75,0.8525969286,-14.74030714
426,1.832884657,0.529155655,1.889803105,1.833246147,1.714085147,1.611240038,93.5,421.74,0.8525967778,-14.74032222
427,1.833246147,0.529051465,1.890175278,1.833606859,1.714422413,1.611557069,93.5,422.73,0.8525966281,-14.74033719
428,1.833606859,0.52894754,1.89054665,1.833966799,1.714758957,1.611873419,93.5,423.72,0.85259648,-14.740352
429,1.833966799,0.528843878,1.890917228,1.834325969,1.715094781,1.612189094,93.5,424.71,0.8525963324,-14.74036676
430,1.834325969,0.528740477,1.891287018,1.834684372,1.715429888,1.612504094,93.5,425.7,0.852596184,-14.7403816
431,1.834684372,0.528637337,1.891656018,1.835042012,1.715764281,1.612818425,93.5,426.69,0.852596037,-14.7403963
432,1.835042012,0.528534457,1.892024232,1.835398893,1.716097965,1.613132087,93.5,427.68,0.8525958917,-14.74041083
433,1.835398893,0.528431834,1.892391668,1.835755018,1.716430941,1.613445085,93.5,428.67,0.8525957453,-14.74042547
434,1.835755018,0.528329469,1.892758323,1.836110389,1.716763214,1.613757421,93.5,429.66,0.8525956014,-14.74043986
435,1.836110389,0.528227359,1.893124207,1.836465011,1.717094786,1.614069099,93.5,430.65,0.8525954572,-14.74045428
436,1.836465011,0.528125504,1.893489317,1.836818887,1.71742566,1.61438012,93.5,431.64,0.8525953146,-14.74046854
437,1.836818887,0.528023901,1.893853665,1.83717202,1.717755839,1.614690489,93.5,432.63,0.8525951708,-14.74048292
438,1.83717202,0.527922551,1.894217245,1.837524414,1.718085327,1.615000207,93.5,433.62,0.8525950293,-14.74049707
439,1.837524414,0.527821451,1.894580067,1.837876071,1.718414126,1.615309278,93.5,434.61,0.8525948871,-14.74051129
440,1.837876071,0.527720601,1.894942131,1.838226994,1.718742239,1.615617705,93.5,435.6,0.8525947463,-14.74052537
441,1.838226994,0.52762,1.895303438,1.838577188,1.71906967,1.61592549,93.5,436.59,0.8525946071,-14.74053929
442,1.838577188,0.527519646,1.895663996,1.838926654,1.719396422,1.616232636,93.5,437.58,0.8525944681,-14.74055319
443,1.838926654,0.527419537,1.89602381,1.839275397,1.719722496,1.616539146,93.5,438.57,0.8525943281,-14.74056719
444,1.839275397,0.527319674,1.896382876,1.839623419,1.720047897,1.616845023,93.5,439.56,0.8525941905,-14.74058095
445,1.839623419,0.527220054,1.896741204,1.839970724,1.720372627,1.617150269,93.5,440.55,0.8525940522,-14.74059478
446,1.839970724,0.527120677,1.897098793,1.840317314,1.720696689,1.617454887,93.5,441.54,0.8525939152,-14.74060848
447,1.840317314,0.527021542,1.897455645,1.840663193,1.721020085,1.61775888,93.5,442.53,0.8525937796,-14.74062204
448,1.840663193,0.526922647,1.897811767,1.841008363,1.72134282,1.618062251,93.5,443.52,0.8525936441,-14.74063559
449,1.841008363,0.526823991,1.898167162,1.841352829,1.721664895,1.618365001,93.5,444.51,0.8525935088,-14.74064912
450,1.841352829,0.526725573,1.898521832,1.841696592,1.721986313,1.618667134,93.5,445.5,0.8525933739,-14.74066261
451,1.841696592,0.526627392,1.89887578,1.842039655,1.722307078,1.618968653,93.5,446.49,0.8525932395,-14.74067605
452,1.842039655,0.526529447,1.899229009,1.842382023,1.722627191,1.61926956,93.5,447.48,0.8525931059,-14.74068941
453,1.842382023,0.526431737,1.899581522,1.842723697,1.722946656,1.619569857,93.5,448.47,0.8525929731,-14.74070269
454,1.842723697,0.526334261,1.89993332,1.84306468,1.723265476,1.619869548,93.5,449.46,0.8525928412,-14.74071588
455,1.84306468,0.526237018,1.900284408,1.843404976,1.723583653,1.620168634,93.5,450.45,0.8525927105,-14.74072895
456,1.843404976,0.526140006,1.90063479,1.843744588,1.72390119,1.620467118,93.5,451.44,0.8525925793,-14.74074207
