cum_buys_sol,entry_price_sol,tokens_for_1sol,eff_cost_sol,price_after_sol,nav_sol,redeem_price_after_fees_sol,backing_pct,pool_sol,instant_roundtrip_sol,instant_pnl_pct
457,1.843744588,0.526043224,1.900984471,1.844083517,1.724218089,1.620765003,93.5,452.43,0.8525924477,-14.74075523
458,1.844083517,0.525946673,1.901333446,1.844421768,1.724534353,1.621062292,93.5,453.42,0.8525923192,-14.74076808
459,1.844421768,0.525850349,1.901681727,1.844759343,1.724849985,1.621358986,93.5,454.41,0.8525921888,-14.74078112
460,1.844759343,0.525754253,1.902029312,1.845096244,1.725164988,1.621655089,93.5,455.4,0.8525920599,-14.74079401
461,1.845096244,0.525658384,1.902376202,1.845432475,1.725479364,1.621950602,93.5,456.39,0.8525919325,-14.74080675
462,1.845432475,0.52556274,1.902722404,1.845768038,1.725793116,1.622245529,93.5,457.38,0.8525918051,-14.74081949
463,1.845768038,0.52546732,1.903067921,1.846102937,1.726106246,1.622539871,93.5,458.37,0.8525916776,-14.74083224
464,1.846102937,0.525372123,1.903412755,1.846437173,1.726418757,1.622833631,93.5,459.36,0.8525915501,-14.74084499
465,1.846437173,0.525277149,1.903756906,1.84677075,1.726730651,1.623126812,93.5,460.35,0.8525914242,-14.74085758
466,1.84677075,0.525182397,1.904100377,1.84710367,1.727041931,1.623419415,93.5,461.34,0.8525912999,-14.74087001
467,1.84710367,0.525087864,1.904443177,1.847435936,1.7273526,1.623711444,93.5,462.33,0.8525911739,-14.74088261
468,1.847435936,0.524993551,1.904785303,1.847767551,1.72766266,1.6240029,93.5,463.32,0.8525910495,-14.74089505
469,1.847767551,0.524899457,1.905126756,1.848098517,1.727972113,1.624293786,93.5,464.31,0.8525909265,-14.74090735
470,1.848098517,0.52480558,1.905467545,1.848428837,1.728280963,1.624584105,93.5,465.3,0.8525908034,-14.74091966
471,1.848428837,0.524711919,1.90580767,1.848758514,1.72858921,1.624873858,93.5,466.29,0.85259068,-14.740932
472,1.848758514,0.524618474,1.906147133,1.84908755,1.728896859,1.625163047,93.5,467.28,0.8525905579,-14.74094421
473,1.84908755,0.524525243,1.906485938,1.849415948,1.729203911,1.625451676,93.5,468.27,0.8525904355,-14.74095645
474,1.849415948,0.524432226,1.906824086,1.84974371,1.729510369,1.625739747,93.5,469.26,0.8525903142,-14.74096858
475,1.84974371,0.524339422,1.907161579,1.850070839,1.729816234,1.62602726,93.5,470.25,0.8525901939,-14.74098061
476,1.850070839,0.524246829,1.907498424,1.850397338,1.730121511,1.62631422,93.5,471.24,0.8525900729,-14.74099271
477,1.850397338,0.524154448,1.907834616,1.850723209,1.7304262,1.626600628,93.5,472.23,0.8525899543,-14.74100457
478,1.850723209,0.524062276,1.908170166,1.851048454,1.730730305,1.626886486,93.5,473.22,0.8525898348,-14.74101652
479,1.851048454,0.523970313,1.908505072,1.851373077,1.731033827,1.627171797,93.5,474.21,0.8525897158,-14.74102842
480,1.851373077,0.523878558,1.908839338,1.851697079,1.731336769,1.627456563,93.5,475.2,0.8525895972,-14.74104028
481,1.851697079,0.523787011,1.909172963,1.852020463,1.731639133,1.627740785,93.5,476.19,0.8525894804,-14.74105196
482,1.852020463,0.523695669,1.909505958,1.852343232,1.731940922,1.628024466,93.5,477.18,0.8525893621,-14.74106379
483,1.852343232,0.523604533,1.909838317,1.852665388,1.732242137,1.628307609,93.5,478.17,0.8525892452,-14.74107548
484,1.852665388,0.523513602,1.910170044,1.852986933,1.732542782,1.628590215,93.5,479.16,0.8525891297,-14.74108703
485,1.852986933,0.523422874,1.910501145,1.85330787,1.732842858,1.628872287,93.5,480.15,0.8525890136,-14.74109864
486,1.85330787,0.523332349,1.91083162,1.853628201,1.733142368,1.629153826,93.5,481.14,0.8525888985,-14.74111015
487,1.853628201,0.523242026,1.911161471,1.853947929,1.733441313,1.629434834,93.5,482.13,0.852588784,-14.7411216
488,1.853947929,0.523151904,1.911490702,1.854267055,1.733739697,1.629715315,93.5,483.12,0.85258867,-14.741133
489,1.854267055,0.523061981,1.911819318,1.854585583,1.73403752,1.629995269,93.5,484.11,0.8525885545,-14.74114455
490,1.854585583,0.522972259,1.912147313,1.854903515,1.734334787,1.630274699,93.5,485.1,0.8525884424,-14.74115576
491,1.854903515,0.522882734,1.9124747,1.855220853,1.734631497,1.630553608,93.5,486.09,0.8525883283,-14.74116717
492,1.855220853,0.522793408,1.912801471,1.855537599,1.734927655,1.630831996,93.5,487.08,0.852588217,-14.7411783
493,1.855537599,0.522704278,1.913127637,1.855853756,1.735223262,1.631109866,93.5,488.07,0.8525881048,-14.74118952
494,1.855853756,0.522615344,1.913453196,1.856169325,1.735518319,1.63138722,93.5,489.06,0.8525879932,-14.74120068
495,1.856169325,0.522526605,1.913778151,1.85648431,1.73581283,1.63166406,93.5,490.05,0.8525878819,-14.74121181
496,1.85648431,0.52243806,1.914102506,1.856798713,1.736106796,1.631940388,93.5,491.04,0.8525877706,-14.74122294
497,1.856798713,0.522349709,1.91442626,1.857112535,1.73640022,1.632216207,93.5,492.03,0.8525876606,-14.74123394
498,1.857112535,0.52226155,1.91474942,1.857425779,1.736693103,1.632491517,93.5,493.02,0.8525875499,-14.74124501
499,1.857425779,0.522173584,1.915071981,1.857738447,1.736985448,1.632766321,93.5,494.01,0.8525874416,-14.74125584
500,1.857738447,0.522085808,1.915393954,1.858050541,1.737277256,1.633040621,93.5,495,0.8525873319,-14.74126681
