sell_n,tokens_sold,seller_receives_sol,nav_sol,redeem_price_sol,price_frozen_sol,pool_sol
386,0.536255817,0.94,1.865508645,1.753578126,1.858050541,128.3000002
387,0.536046832,0.940000001,1.866241366,1.754266884,1.858050541,127.3500002
388,0.53583637,0.940000001,1.866979887,1.754961093,1.858050541,126.4000002
389,0.535624409,0.94,1.867724297,1.755660839,1.858050541,125.4500002
390,0.535410928,0.94,1.868474688,1.756366207,1.858050541,124.5000002
391,0.535195904,0.940000001,1.869231155,1.757077286,1.858050541,123.5500002
392,0.534979313,0.940000001,1.869993796,1.757794168,1.858050541,122.6000002
393,0.534761132,0.94,1.870762708,1.758516945,1.858050541,121.6500002
394,0.534541337,0.94,1.871537993,1.759245713,1.858050541,120.7000002
395,0.534319903,0.94,1.872319754,1.759980569,1.858050541,119.7500002
396,0.534096805,0.94,1.8731081,1.760721614,1.858050541,118.8000002
397,0.533872017,0.940000001,1.873903137,1.761468949,1.858050541,117.8500002
398,0.533645512,0.94,1.874704978,1.76222268,1.858050541,116.9000002
399,0.533417263,0.94,1.875513738,1.762982914,1.858050541,115.9500002
400,0.533187243,0.940000001,1.876329533,1.763749761,1.858050541,115.0000002
